run_index,fixture_id,backend,total_ms,alloc_ms,encode_ms,draw_ms,readback_ms,pack_ms,dominant_phase,heap_bytes,decode_checked,decode_pass,code128,qr,ink_bits
865,barcode-small,dot-buffer,31.986,0.172,14.934,1.894,0.001,14.985,pack,33554432,0,,,,
866,baseline-50x30,dot-buffer,38.017,0.190,16.361,2.983,0.001,18.482,pack,33554432,0,,,,
867,text-heavy,dot-buffer,32.736,0.286,0.000,9.952,0.001,22.497,pack,33554432,0,,,,
868,dense,dot-buffer,37.964,0.209,16.795,2.759,0.002,18.199,pack,33554432,0,,,,
869,minimal,dot-buffer,13.296,0.201,0.000,0.053,0.001,13.040,pack,33554432,0,,,,
870,barcode-small,dot-buffer,32.178,0.183,14.988,1.923,0.001,15.083,pack,33554432,0,,,,
871,baseline-50x30,dot-buffer,39.697,0.235,17.602,3.109,0.002,18.750,pack,33554432,0,,,,
872,text-heavy,dot-buffer,32.519,0.218,0.000,9.763,0.001,22.537,pack,33554432,0,,,,
873,dense,dot-buffer,38.025,0.171,16.616,2.862,0.002,18.375,pack,33554432,0,,,,
874,minimal,dot-buffer,13.299,0.196,0.000,0.050,0.001,13.053,pack,33554432,0,,,,
875,barcode-small,dot-buffer,32.119,0.206,14.969,1.899,0.001,15.045,pack,33554432,0,,,,
876,baseline-50x30,dot-buffer,38.357,0.204,16.566,3.051,0.002,18.534,pack,33554432,0,,,,
877,text-heavy,dot-buffer,32.810,0.177,0.000,9.917,0.001,22.715,pack,33554432,0,,,,
878,dense,dot-buffer,37.340,0.157,16.188,2.744,0.001,18.250,pack,33554432,0,,,,
879,minimal,dot-buffer,13.200,0.155,0.000,0.053,0.001,12.990,pack,33554432,0,,,,
880,barcode-small,dot-buffer,32.013,0.149,14.974,1.940,0.001,14.949,encode,33554432,0,,,,
881,baseline-50x30,dot-buffer,39.289,0.177,17.557,3.080,0.002,18.474,pack,33554432,0,,,,
882,text-heavy,dot-buffer,32.528,0.167,0.000,9.873,0.001,22.487,pack,33554432,0,,,,
883,dense,dot-buffer,37.451,0.155,16.549,2.682,0.001,18.063,pack,33554432,0,,,,
884,minimal,dot-buffer,13.204,0.183,0.000,0.054,0.001,12.966,pack,33554432,0,,,,
885,barcode-small,dot-buffer,32.104,0.172,14.969,1.898,0.001,15.064,pack,33554432,0,,,,
886,baseline-50x30,dot-buffer,38.420,1.832,14.959,3.233,0.001,18.394,pack,33554432,0,,,,
887,text-heavy,dot-buffer,32.716,0.189,0.000,10.007,0.001,22.519,pack,33554432,0,,,,
888,dense,dot-buffer,37.445,0.209,16.204,2.759,0.001,18.272,pack,33554432,0,,,,
889,minimal,dot-buffer,13.350,0.177,0.000,0.054,0.001,13.118,pack,33554432,0,,,,
890,barcode-small,dot-buffer,33.441,0.162,16.470,1.972,0.002,14.836,encode,33554432,0,,,,
891,baseline-50x30,dot-buffer,37.334,0.191,15.197,3.486,0.001,18.458,pack,33554432,0,,,,
892,text-heavy,dot-buffer,33.876,0.164,0.000,10.019,0.001,23.691,pack,33554432,0,,,,
893,dense,dot-buffer,38.123,0.162,16.961,2.769,0.002,18.229,pack,33554432,0,,,,
894,minimal,dot-buffer,13.309,0.144,0.000,0.046,0.001,13.118,pack,33554432,0,,,,
895,barcode-small,dot-buffer,33.393,0.139,16.402,1.943,0.002,14.907,encode,33554432,0,,,,
896,baseline-50x30,dot-buffer,36.620,0.158,14.860,3.042,0.001,18.560,pack,33554432,0,,,,
897,text-heavy,dot-buffer,32.793,0.173,0.000,10.031,0.001,22.588,pack,33554432,0,,,,
898,dense,dot-buffer,37.513,0.166,16.492,2.741,0.002,18.113,pack,33554432,0,,,,
899,minimal,dot-buffer,13.122,0.203,0.000,0.053,0.001,12.865,pack,33554432,0,,,,
900,barcode-small,dot-buffer,34.187,0.175,17.155,1.903,0.001,14.953,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
901,baseline-50x30,dot-buffer,39.230,0.197,17.276,3.200,0.001,18.555,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,76204
902,text-heavy,dot-buffer,33.153,0.168,0.000,10.129,0.002,22.855,pack,33554432,1,1,,,133472
903,dense,dot-buffer,37.481,1.531,14.947,2.899,0.001,18.103,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,71626
904,minimal,dot-buffer,13.194,0.196,0.000,0.056,0.001,12.940,pack,33554432,1,1,,,5184
905,barcode-small,dot-buffer,33.433,0.143,16.282,1.960,0.001,15.048,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
906,baseline-50x30,dot-buffer,36.991,0.156,14.982,3.059,0.001,18.794,pack,33554432,0,,,,
907,text-heavy,dot-buffer,34.740,0.171,0.000,11.868,0.001,22.700,pack,33554432,0,,,,
908,dense,dot-buffer,36.829,0.147,15.702,2.824,0.001,18.155,pack,33554432,0,,,,
909,minimal,dot-buffer,13.167,0.176,0.000,0.048,0.001,12.942,pack,33554432,0,,,,
910,barcode-small,dot-buffer,33.762,0.154,16.611,1.920,0.002,15.076,encode,33554432,0,,,,
911,baseline-50x30,dot-buffer,42.552,0.198,19.272,3.132,0.002,19.948,pack,33554432,0,,,,
912,text-heavy,dot-buffer,34.915,2.149,0.000,10.177,0.001,22.588,pack,33554432,0,,,,
913,dense,dot-buffer,36.286,0.158,15.007,2.855,0.001,18.266,pack,33554432,0,,,,
914,minimal,dot-buffer,13.165,0.156,0.000,0.056,0.001,12.953,pack,33554432,0,,,,
915,barcode-small,dot-buffer,33.369,0.155,16.427,1.913,0.001,14.873,encode,33554432,0,,,,
916,baseline-50x30,dot-buffer,38.591,0.181,16.399,3.050,0.001,18.960,pack,33554432,0,,,,
917,text-heavy,dot-buffer,33.436,0.149,0.000,9.941,0.001,23.345,pack,33554432,0,,,,
918,dense,dot-buffer,35.968,0.148,14.926,2.740,0.001,18.153,pack,33554432,0,,,,
919,minimal,dot-buffer,13.194,0.146,0.000,0.052,0.001,12.996,pack,33554432,0,,,,
920,barcode-small,dot-buffer,33.698,0.146,16.750,1.931,0.001,14.869,encode,33554432,0,,,,
921,baseline-50x30,dot-buffer,39.764,0.401,17.046,3.072,0.001,19.245,pack,33554432,0,,,,
922,text-heavy,dot-buffer,32.603,0.168,0.000,9.858,0.001,22.577,pack,33554432,0,,,,
923,dense,dot-buffer,36.084,0.154,14.934,2.816,0.001,18.178,pack,33554432,0,,,,
924,minimal,dot-buffer,13.273,0.154,0.000,0.050,0.001,13.068,pack,33554432,0,,,,
925,barcode-small,dot-buffer,33.953,2.109,14.939,1.918,0.001,14.986,pack,33554432,0,,,,
926,baseline-50x30,dot-buffer,37.980,0.167,16.220,3.058,0.001,18.534,pack,33554432,0,,,,
927,text-heavy,dot-buffer,32.552,0.206,0.000,9.777,0.001,22.567,pack,33554432,0,,,,
928,dense,dot-buffer,35.948,0.167,14.884,2.691,0.001,18.206,pack,33554432,0,,,,
929,minimal,dot-buffer,14.877,1.830,0.000,0.053,0.001,12.994,pack,33554432,0,,,,
930,barcode-small,dot-buffer,31.764,0.224,14.828,1.972,0.001,14.740,encode,33554432,0,,,,
931,baseline-50x30,dot-buffer,38.784,0.169,16.978,3.049,0.001,18.587,pack,33554432,0,,,,
932,text-heavy,dot-buffer,32.767,0.182,0.000,9.889,0.001,22.694,pack,33554432,0,,,,
933,dense,dot-buffer,37.675,0.166,16.683,2.734,0.001,18.089,pack,33554432,0,,,,
934,minimal,dot-buffer,13.181,0.151,0.000,0.048,0.001,12.981,pack,33554432,0,,,,
935,barcode-small,dot-buffer,32.067,0.137,15.037,1.884,0.001,15.009,encode,33554432,0,,,,
936,baseline-50x30,dot-buffer,38.501,0.171,16.580,3.068,0.001,18.681,pack,33554432,0,,,,
937,text-heavy,dot-buffer,33.041,0.213,0.000,10.120,0.001,22.706,pack,33554432,0,,,,
938,dense,dot-buffer,38.610,0.164,16.712,2.783,0.001,18.950,pack,33554432,0,,,,
939,minimal,dot-buffer,13.143,0.157,0.000,0.052,0.001,12.934,pack,33554432,0,,,,
940,barcode-small,dot-buffer,32.215,0.162,15.031,1.932,0.001,15.090,pack,33554432,0,,,,
941,baseline-50x30,dot-buffer,39.398,0.176,17.077,2.972,0.002,19.172,pack,33554432,0,,,,
942,text-heavy,dot-buffer,32.720,0.232,0.000,9.859,0.001,22.628,pack,33554432,0,,,,
943,dense,dot-buffer,38.077,0.165,16.631,2.724,0.002,18.555,pack,33554432,0,,,,
944,minimal,dot-buffer,13.087,0.160,0.000,0.049,0.001,12.876,pack,33554432,0,,,,
945,barcode-small,dot-buffer,32.267,0.142,15.375,1.889,0.001,14.860,encode,33554432,0,,,,
946,baseline-50x30,dot-buffer,38.328,0.152,16.598,3.029,0.001,18.549,pack,33554432,0,,,,
947,text-heavy,dot-buffer,32.814,0.171,0.000,9.991,0.001,22.650,pack,33554432,0,,,,
948,dense,dot-buffer,38.117,0.187,16.916,2.776,0.002,18.237,pack,33554432,0,,,,
949,minimal,dot-buffer,13.271,0.142,0.000,0.046,0.001,13.082,pack,33554432,0,,,,
950,barcode-small,dot-buffer,32.140,0.159,15.081,1.951,0.001,14.948,encode,33554432,0,,,,
951,baseline-50x30,dot-buffer,39.326,2.068,15.433,3.027,0.001,18.798,pack,33554432,0,,,,
952,text-heavy,dot-buffer,32.670,0.164,0.000,9.934,0.001,22.571,pack,33554432,0,,,,
953,dense,dot-buffer,38.451,0.159,16.667,2.758,0.001,18.865,pack,33554432,0,,,,
954,minimal,dot-buffer,13.067,0.179,0.000,0.053,0.001,12.833,pack,33554432,0,,,,
955,barcode-small,dot-buffer,33.931,0.145,16.752,1.966,0.001,15.066,encode,33554432,0,,,,
956,baseline-50x30,dot-buffer,36.996,0.173,15.193,3.008,0.001,18.621,pack,33554432,0,,,,
957,text-heavy,dot-buffer,33.580,0.177,0.000,10.803,0.002,22.598,pack,33554432,0,,,,
958,dense,dot-buffer,38.473,0.156,17.314,2.799,0.002,18.203,pack,33554432,0,,,,
959,minimal,dot-buffer,13.121,0.185,0.000,0.050,0.001,12.885,pack,33554432,0,,,,
960,barcode-small,dot-buffer,34.123,0.172,16.924,1.980,0.001,15.047,encode,33554432,0,,,,
961,baseline-50x30,dot-buffer,37.046,0.177,15.097,3.082,0.001,18.688,pack,33554432,0,,,,
962,text-heavy,dot-buffer,32.690,0.154,0.000,9.794,0.001,22.740,pack,33554432,0,,,,
963,dense,dot-buffer,41.544,0.143,20.465,2.741,0.001,18.194,encode,33554432,0,,,,
964,minimal,dot-buffer,13.036,0.193,0.000,0.048,0.001,12.793,pack,33554432,0,,,,
965,barcode-small,dot-buffer,48.965,0.209,31.671,1.919,0.001,15.165,encode,33554432,0,,,,
966,baseline-50x30,dot-buffer,36.837,0.172,15.026,3.025,0.001,18.613,pack,33554432,0,,,,
967,text-heavy,dot-buffer,33.075,0.160,0.000,10.040,0.001,22.875,pack,33554432,0,,,,
968,dense,dot-buffer,38.460,2.001,15.648,2.740,0.001,18.070,pack,33554432,0,,,,
969,minimal,dot-buffer,13.231,0.209,0.000,0.049,0.001,12.971,pack,33554432,0,,,,
970,barcode-small,dot-buffer,34.079,0.180,16.746,2.023,0.002,15.128,encode,33554432,0,,,,
971,baseline-50x30,dot-buffer,37.036,0.212,15.265,3.004,0.001,18.554,pack,33554432,0,,,,
972,text-heavy,dot-buffer,35.059,0.160,0.000,12.168,0.002,22.730,pack,33554432,0,,,,
973,dense,dot-buffer,35.981,0.190,14.976,2.715,0.001,18.099,pack,33554432,0,,,,
974,minimal,dot-buffer,13.178,0.168,0.000,0.043,0.001,12.966,pack,33554432,0,,,,
975,barcode-small,dot-buffer,33.825,0.222,16.684,1.960,0.002,14.957,encode,33554432,0,,,,
976,baseline-50x30,dot-buffer,36.847,0.183,14.834,3.324,0.001,18.506,pack,33554432,0,,,,
977,text-heavy,dot-buffer,35.038,1.933,0.000,9.950,0.001,23.154,pack,33554432,0,,,,
978,dense,dot-buffer,36.065,0.183,14.925,2.746,0.001,18.210,pack,33554432,0,,,,
979,minimal,dot-buffer,13.117,0.176,0.000,0.102,0.001,12.838,pack,33554432,0,,,,
980,barcode-small,dot-buffer,33.491,0.155,16.624,1.908,0.002,14.803,encode,33554432,0,,,,
981,baseline-50x30,dot-buffer,39.923,0.215,17.359,3.351,0.002,18.997,pack,33554432,0,,,,
982,text-heavy,dot-buffer,32.627,0.161,0.000,9.786,0.001,22.678,pack,33554432,0,,,,
983,dense,dot-buffer,36.119,0.174,15.142,2.708,0.002,18.093,pack,33554432,0,,,,
984,minimal,dot-buffer,13.098,0.223,0.000,0.049,0.001,12.826,pack,33554432,0,,,,
985,barcode-small,dot-buffer,33.899,0.167,16.819,1.950,0.002,14.962,encode,33554432,0,,,,
986,baseline-50x30,dot-buffer,38.086,0.178,16.385,3.024,0.002,18.497,pack,33554432,0,,,,
987,text-heavy,dot-buffer,33.643,0.189,0.000,10.738,0.001,22.714,pack,33554432,0,,,,
988,dense,dot-buffer,36.267,0.190,14.979,2.704,0.001,18.393,pack,33554432,0,,,,
989,minimal,dot-buffer,13.280,0.198,0.000,0.051,0.001,13.031,pack,33554432,0,,,,
990,barcode-small,dot-buffer,34.277,2.332,15.133,1.929,0.001,14.881,encode,33554432,0,,,,
991,baseline-50x30,dot-buffer,38.857,0.237,17.240,3.013,0.002,18.366,pack,33554432,0,,,,
992,text-heavy,dot-buffer,32.637,0.188,0.000,9.908,0.001,22.541,pack,33554432,0,,,,
993,dense,dot-buffer,36.060,0.144,14.976,2.698,0.001,18.241,pack,33554432,0,,,,
994,minimal,dot-buffer,14.852,1.778,0.000,0.055,0.001,13.018,pack,33554432,0,,,,
995,barcode-small,dot-buffer,31.806,0.154,14.927,1.918,0.001,14.805,encode,33554432,0,,,,
996,baseline-50x30,dot-buffer,37.910,0.138,16.166,3.011,0.002,18.592,pack,33554432,0,,,,
997,text-heavy,dot-buffer,32.751,0.150,0.000,9.914,0.001,22.686,pack,33554432,0,,,,
998,dense,dot-buffer,38.135,0.157,16.314,2.772,0.001,18.891,pack,33554432,0,,,,
999,minimal,dot-buffer,13.149,0.174,0.000,0.050,0.001,12.924,pack,33554432,0,,,,
1000,barcode-small,dot-buffer,31.736,0.167,14.859,1.900,0.001,14.808,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
